AutoId,MarkName,ModelName,Year,PriceUsd,PriceUah,TypeId,RaceKmThs,FuelId,GearId,BodyId,DriveId,HasDamage
32661187,Ford,Escape,2017,17500,616525,1,86,1,2,5,1,TRUE
32502504,Volkswagen,Passat B7,2011,9500,336110,1,209,4,2,3,2,TRUE
31763141,Volkswagen,Passat B7,2012,10000,351500,1,178,4,2,3,2,TRUE
32589660,Volkswagen,Passat B8,2016,19500,686985,1,254,2,2,2,1,FALSE
32419547,Porsche,Cayenne,2012,25900,912457,1,98,5,2,5,1,TRUE
32678281,Volkswagen,Passat B8,2018,20999,739795,1,183,2,2,2,2,FALSE
31717710,Ford,Edge,2019,34000,1197820,1,51,1,2,5,1,TRUE
31997164,Volkswagen,Touareg,2015,32500,1144975,1,178,2,2,5,1,FALSE
32641103,Mercedes-Benz,S 350,2015,42999,1513995,1,170,2,2,3,1,FALSE
32482574,Skoda,Fabia,2010,4300,151489,1,282,2,1,2,2,FALSE
32638425,Toyota,RAV4,2017,20999,739795,1,170,5,2,5,2,FALSE
32386695,Renault,Megane,2013,7950,280079,1,155,4,1,2,2,FALSE
32187001,Mercedes-Benz,S 350,2020,80343,2830500,1,17,2,2,3,1,FALSE
32491254,Mercedes-Benz,GLE 350,2017,57400,2022202,1,63,2,2,6,1,FALSE
32652587,Volkswagen,Touareg,2011,19950,702838,1,245,2,2,5,1,FALSE
32672211,Lexus,RX 350,2016,40000,1422000,1,119,1,2,5,2,TRUE
32666451,Land Rover,Discovery Sport,2016,25000,880750,1,127,2,2,5,1,FALSE
32497638,Toyota,RAV4,2013,18500,651755,1,98,4,2,5,1,FALSE
32304741,Mazda,CX-9,2016,16900,598260,1,59,1,2,5,2,TRUE
32589781,Jeep,Compass,2020,20000,704600,1,37,4,2,5,1,TRUE
32536526,Jeep,Grand Cherokee,2012,39500,1391585,1,125,1,3,5,1,FALSE
32547362,Ford,Escape,2019,18400,648232,1,87,1,2,5,1,TRUE
30965943,Volkswagen,Passat B8,2015,18500,651755,1,217,2,2,2,1,FALSE
32679225,Opel,Astra J,2011,7700,271271,1,220,2,1,2,2,FALSE
32478690,Lexus,GX 460,2010,27900,982917,1,185,4,2,5,1,FALSE
32275051,Ford,Fiesta,2012,4350,153251,1,165,4,1,4,2,FALSE
29904220,Mercedes-Benz,GL 350,2011,23400,831870,1,187,2,2,5,1,FALSE
32672403,Ford,Focus,2014,7700,273735,1,160,1,2,3,2,TRUE
32671991,Renault,Megane,2012,8450,297694,1,215,2,1,2,2,FALSE
32210382,Audi,A3,2014,12700,447421,1,122,1,2,3,2,TRUE
31248027,BMW,X3,2011,13300,468559,1,176,1,2,5,1,TRUE
32659934,Haval,H6,2021,20500,722215,1,19,1,4,5,1,FALSE
32658887,Audi,A8,2014,33500,1180205,1,183,1,2,3,1,TRUE
32658639,Volkswagen,Touareg,2017,45800,1613534,1,78,2,2,5,1,FALSE
32658490,Volkswagen,Touareg,2017,45800,1613534,1,69,2,2,5,1,FALSE
32170546,Ford,Escape,2019,20500,728980,1,8,1,2,5,2,TRUE
32648637,Volvo,V50,2011,7599,267713,1,189,2,1,2,2,FALSE
32625049,Jeep,Cherokee,2017,14900,524927,1,82,4,2,5,2,TRUE
32621981,Ford,Focus,2016,8750,308263,1,166,1,2,4,2,TRUE
32601458,Kia,Sportage,2016,17600,620048,1,61,1,2,5,2,FALSE
32578215,Volkswagen,Touareg,2012,27500,968825,1,196,2,2,5,1,FALSE
32440603,Audi,Q5,2015,22000,778360,1,70,1,2,5,1,TRUE
32683996,Toyota,Camry,2018,27300,961779,1,40,5,2,3,2,TRUE
32663914,Dacia,Duster,2018,13333,469455,1,170,2,1,5,1,FALSE
32664948,Land Rover,Range Rover Sport,2019,74400,2645664,1,26,2,2,5,1,FALSE
32660949,Honda,CR-V,2011,13700,482377,1,191,2,2,5,1,FALSE
31795153,Mitsubishi,Outlander,2017,16000,563680,1,110,4,2,5,2,TRUE
32376730,Jaguar,F-Pace,2021,46000,1620580,1,42,2,2,5,1,FALSE
32265769,Volkswagen,Tiguan,2016,14000,493220,1,135,1,2,5,2,TRUE
28337821,Ford,Fiesta,2015,4500,158535,1,110,1,1,4,2,FALSE
32665591,Honda,Civic,2018,13500,475605,1,46,1,2,6,2,TRUE
32664052,Fiat,500e,2017,15200,535496,1,73,6,2,6,2,FALSE
31380766,Land Rover,Discovery Sport,2018,42300,1490229,1,34,1,2,5,1,TRUE
32653652,Audi,A5,2012,13500,475605,1,101,1,2,307,2,TRUE
32647506,Audi,A4,2017,22800,803244,1,123,1,2,3,2,TRUE
32631720,Volkswagen,Jetta,2015,8700,306936,1,170,4,2,3,2,FALSE
32621498,Renault,Master груз.,2018,15500,546065,6,357,2,1,194,2,FALSE
32615240,Renault,Megane,2012,7900,278317,1,266,2,1,2,2,FALSE
32594006,Volkswagen,Golf VI,2013,8500,299370,1,290,2,4,2,2,FALSE
32001127,Volkswagen,Golf VII,2018,16999,598535,1,19,1,2,4,2,TRUE
32371561,Volkswagen,Crafter груз.,2016,20000,704600,6,209,2,1,198,3,FALSE
30960166,Land Rover,Range Rover Sport,2018,95000,3346850,1,45,2,3,5,1,FALSE
32500816,Honda,Accord,2010,8399,294721,1,216,1,2,6,2,TRUE
32573225,Mercedes-Benz,GL 500,2010,15500,544825,1,254,1,2,5,1,FALSE
32606284,Toyota,Land Cruiser Prado 150,2020,47000,1655810,1,38,2,2,5,1,FALSE
32655725,Audi,Q5,2018,44500,1567735,1,27,1,2,5,1,TRUE
32670402,Renault,Master груз.,2018,14800,526288,6,338,2,1,195,2,FALSE
29221341,Mercedes-Benz,GL 350,2014,32000,1137920,1,190,2,2,5,1,FALSE
32468306,Toyota,Land Cruiser Prado 150,2020,48500,1708655,1,27,1,2,2,1,FALSE
32665312,Toyota,Camry,2019,26600,937118,1,69,1,2,3,2,FALSE
32564579,Skoda,Octavia A5,2012,8200,288886,1,298,2,2,2,2,FALSE
32277124,Subaru,Forester,2019,24700,870181,1,37,1,2,5,1,TRUE
32335712,Volkswagen,e-Lavida,2019,22000,775060,1,2,6,2,3,2,FALSE
32429884,Audi,A6,2012,16500,581295,1,215,2,2,2,1,FALSE
32612446,Volvo,V40,2016,19300,681869,1,170,1,2,4,1,FALSE
32556109,Volkswagen,Passat B8,2016,16800,591864,1,207,2,1,3,1,FALSE
32499125,Hyundai,Accent,2016,9999,352265,1,92,1,2,3,2,FALSE
32684901,BMW,X6,2015,51000,1805400,1,170,2,2,5,1,FALSE
32682536,Kia,Sorento,2017,15999,566365,1,101,1,2,5,1,TRUE
32680005,Volkswagen,Caddy пасс.,2014,11000,387310,1,211,2,1,8,2,FALSE
32678369,Kia,Optima,2017,10700,376961,1,108,1,2,3,2,TRUE
32664511,Nissan,X-Trail,2018,27000,950670,1,80,1,2,5,1,FALSE
32534572,Audi,Q7,2018,66499,2342760,1,119,2,2,5,1,FALSE
32671357,Volkswagen,e-Lavida,2021,23000,810290,1,2,6,2,3,2,FALSE
32528615,Audi,Q5,2020,53900,1898897,1,9,1,2,5,1,TRUE
32604049,Kia,Sorento,2010,12899,454303,1,162,2,2,5,1,FALSE
32668446,Volkswagen,Tiguan,2017,26000,915980,1,116,2,2,5,1,FALSE
32665857,Mazda,5,2014,8799,309989,1,183,2,1,2,2,FALSE
32401755,Opel,Astra J,2011,7299,257144,1,172,2,1,2,2,FALSE
32623841,Opel,Astra J,2016,9499,334460,1,139,1,2,2,2,FALSE
32660352,Mercedes-Benz,C 220,2017,27999,986405,1,98,2,2,2,1,FALSE
32572850,Volkswagen,Golf VI,2010,7499,264190,1,208,2,1,2,2,FALSE
30975173,Audi,Q7,2015,44300,1560689,1,159,2,2,5,1,FALSE
32647836,Audi,A3,2015,14999,528415,1,124,1,2,3,1,TRUE
31039305,BMW,528,2015,23000,810290,1,94,1,3,3,1,TRUE
32641030,Skoda,Octavia A7,2015,12500,444375,1,144,2,1,2,2,FALSE
32603253,Skoda,Octavia A7,2018,14700,517881,1,85,1,1,4,2,FALSE
32426600,Renault,Megane,2015,9100,320593,1,186,2,1,2,2,FALSE
32588487,Jeep,Cherokee,2016,15100,531973,1,129,1,2,5,2,FALSE
31934173,BMW,318,2014,14900,524927,1,175,2,2,2,3,FALSE
28386543,BMW,750,2016,60000,2113800,1,69,1,2,3,1,FALSE
32685237,Lexus,LS 500h,2018,79500,2800785,1,46,5,2,3,1,FALSE
32322990,Toyota,Camry,2021,28999,1021635,1,7,1,2,3,2,TRUE
32600098,Lexus,RX 350,2017,41000,1444430,1,65,1,2,5,1,TRUE
32611219,Volkswagen,Touareg,2012,20300,712327,1,177,2,2,5,1,FALSE
32573472,Toyota,Land Cruiser 200,2012,39800,1402154,1,125,2,2,5,1,FALSE
32086487,Jeep,Cherokee,2015,14700,517881,1,90,1,2,5,1,TRUE
30223463,Audi,A6,2015,23566,830242,1,235,2,2,2,1,TRUE
32414285,Peugeot,508,2019,28000,986440,1,57,2,2,4,2,FALSE
32678009,Kia,Optima,2017,14800,521404,1,61,1,2,3,2,TRUE
32489294,BMW,520,2015,24500,863135,1,39,2,2,3,3,TRUE
32675090,Volkswagen,Golf VI,2011,9600,338208,1,198,2,1,2,2,FALSE
31591607,Volkswagen,Passat B8,2015,16900,595387,1,136,1,2,3,2,FALSE
32313049,Audi,Q5,2015,22900,814095,1,155,1,2,5,1,TRUE
32669637,Volkswagen,Jetta,2010,9900,348777,1,178,4,2,3,2,TRUE
32669588,Volkswagen,Polo,2014,10500,369915,1,85,1,2,3,2,TRUE
32610892,BMW,X5,2012,21800,768014,1,221,2,2,5,1,FALSE
32667839,Lexus,RX 450h,2010,19000,669370,1,250,5,5,5,1,FALSE
32666552,Hyundai,Tucson,2018,26400,930072,1,57,2,2,5,1,FALSE
32666052,Volkswagen,Jetta,2013,11500,405145,1,160,2,2,3,2,TRUE
32665924,Nissan,Qashqai+2,2012,10950,385768,1,246,2,1,5,1,FALSE
32665465,Toyota,Land Cruiser Prado 150,2021,42950,1513128,1,21,1,2,5,1,FALSE
32661481,Audi,Q7,2020,73999,2606985,1,51,2,2,5,1,FALSE
32659341,SEAT,Leon,2014,10900,384007,1,164,1,2,4,2,FALSE
32659207,Toyota,C-HR,2017,23000,810290,1,66,1,2,4,2,FALSE
31871443,Toyota,Camry,2017,29600,1042512,1,95,5,2,3,2,TRUE
32121447,Volkswagen,Passat Alltrack,2017,24500,865830,1,151,2,2,2,1,FALSE
32503962,Skoda,Kodiaq,2018,36500,1285895,1,78,2,2,5,1,FALSE
32640582,Volkswagen,Touran,2013,10500,369915,1,246,2,2,8,2,FALSE
29500791,Audi,A6 Allroad,2015,33000,1162590,1,80,1,4,2,1,FALSE
32629262,Audi,A6,2013,17500,616525,1,195,2,3,2,1,FALSE
32625831,Volkswagen,CC,2012,10250,361107,1,125,1,2,3,2,TRUE
32621574,Ford,Fusion,2014,9600,338208,1,150,4,2,3,2,TRUE
32534575,Volkswagen,Passat Alltrack,2014,14700,517881,1,237,2,2,2,1,FALSE
31786161,Audi,A4 Allroad,2017,29800,1049854,1,144,2,2,2,1,FALSE
32391405,BMW,X3,2017,22900,814553,1,65,1,2,5,3,TRUE
31519276,Hyundai,Tucson,2020,22990,809938,1,7,1,2,5,1,TRUE
32602871,Volkswagen,Touareg,2015,32500,1144975,1,171,2,2,5,1,FALSE
32434516,Renault,Scenic,2017,14200,497710,1,201,2,1,8,2,FALSE
25106400,Ford,Focus,2011,7000,246610,1,127,1,2,4,2,TRUE
32577055,BMW,520,2013,22300,785629,1,180,1,2,3,3,FALSE
32576769,Nissan,Rogue,2016,13999,493185,1,78,1,2,5,2,TRUE
32418447,Skoda,Fabia,2011,4500,158535,1,360,2,1,2,2,TRUE
32568466,Ford,Focus,2018,10000,352300,1,75,1,2,3,2,FALSE
32563444,Volkswagen,Passat B7,2013,10500,373590,1,149,4,2,3,2,FALSE
32347911,Ford,Focus,2018,9800,345254,1,9,1,4,4,2,TRUE
32368160,BMW,X5,2012,21900,771537,1,230,2,2,5,1,FALSE
32543345,Audi,A4,2016,21700,774690,1,147,1,2,3,1,TRUE
32529512,Volkswagen,Touareg,2017,43500,1532505,1,69,2,2,5,1,FALSE
32085372,Toyota,RAV4,2010,12900,454467,1,142,4,2,5,1,FALSE
32349549,Volkswagen,Golf VII,2015,14000,493220,1,96,2,2,2,2,FALSE
32510502,Toyota,Camry,2021,27450,971181,1,40,1,2,3,2,FALSE
32501296,Mercedes-Benz,S 500,2014,49500,1743885,1,102,1,3,3,1,FALSE
32517283,Hyundai,i10,2019,9900,348777,1,58,1,2,4,2,FALSE
32684938,Toyota,Camry,2014,11600,410408,1,48,1,2,3,2,TRUE
32684452,BMW,328,2013,25000,880750,1,150,1,2,3,1,TRUE
32481379,Renault,Megane,2017,12800,450944,1,175,2,1,2,2,FALSE
32642481,Audi,A4 Allroad,2013,18399,648197,1,218,2,2,2,1,FALSE
32676670,Ford,Focus,2010,6000,211380,1,208,2,1,2,2,FALSE
32676079,BMW,318,2017,18950,667608,1,161,2,2,3,3,FALSE
32638796,Hyundai,Santa FE,2011,11800,415714,1,132,4,2,5,1,FALSE
32673810,Toyota,Camry,2017,23000,809830,1,159,5,2,3,2,FALSE
32673504,Volkswagen,Touareg,2015,31300,1112715,1,181,2,2,5,1,FALSE
32672089,Jeep,Compass,2017,16900,595387,1,90,1,2,5,2,TRUE
31771682,Mercedes-Benz,GLE 250,2017,50000,1761500,1,68,2,2,5,1,FALSE
32668455,BMW,520,2012,15500,546065,1,273,2,2,2,3,FALSE
32667618,Volkswagen,Crafter груз.,2012,12000,422760,6,252,2,1,197,3,FALSE
32666667,Volkswagen,Passat B8,2015,20300,715169,1,188,2,2,3,1,FALSE
32380558,Renault,Fluence,2010,6999,246575,1,94,2,1,3,2,FALSE
32663863,BMW,320,2014,16800,591864,1,227,2,2,2,3,FALSE
32663808,Honda,Accord,2013,18500,658600,1,167,4,2,3,2,FALSE
32663484,Jeep,Compass,2017,16500,581295,1,35,1,2,5,1,TRUE
32285868,Jeep,Grand Cherokee,2015,22900,806767,1,250,2,2,5,1,FALSE
32661707,Nissan,Rogue,2017,17500,622300,1,82,1,5,5,1,TRUE
32661680,Audi,A3,2015,14900,524927,1,100,1,2,3,2,TRUE
32496581,Volkswagen,Golf GTI,2014,11999,422725,1,156,1,4,4,2,TRUE
32661040,Nissan,Qashqai,2011,11000,391050,1,153,2,1,5,2,FALSE
32660950,Hyundai,ix35,2012,11900,419237,1,111,2,1,5,1,FALSE
32659963,Audi,A6,2016,26000,915980,1,56,1,2,3,1,TRUE
32657644,Mazda,CX-30,2020,25500,898365,1,16,1,2,2,2,TRUE
32559705,Mercedes-Benz,GLE 250,2018,45955,1618995,1,62,2,2,5,1,FALSE
32490182,Mazda,CX-30,2020,22300,785629,1,15,1,2,4,2,FALSE
32623755,Nissan,Murano,2020,20500,722215,1,6,1,5,5,1,TRUE
32597410,Mercedes-Benz,E 220,2019,40000,1409200,1,44,2,2,3,3,FALSE
32577391,Volkswagen,Passat B7,2012,10000,352300,1,153,4,1,3,2,TRUE
32157803,Peugeot,508,2015,13300,468559,1,138,2,2,3,2,TRUE
32552607,Renault,Grand Scenic,2014,10500,367710,1,218,2,1,8,2,FALSE
32547281,Mercedes-Benz,Sprinter 316 пасс.,2016,26400,930072,1,90,2,2,254,2,FALSE
32514837,Audi,A6,2016,19277,679320,1,217,2,4,2,2,FALSE
28000533,Maserati,Levante,2018,53200,1863064,1,18,1,2,5,1,FALSE
32683519,Ford,Fusion,2012,6700,235840,1,215,1,2,3,2,TRUE
32682785,Toyota,RAV4,2021,45000,1585350,1,999,5,2,5,1,FALSE
32682241,Volkswagen,Passat B7,2015,12900,456402,1,186,2,2,3,2,FALSE
32681947,Dodge,Journey,2017,15900,557295,1,128,1,2,5,1,TRUE
32665101,Opel,Zafira,2011,5999,211345,1,230,2,1,2,2,FALSE
32569019,Mercedes-Benz,GLE 350,2021,99500,3505385,1,8,2,2,5,1,FALSE
32679165,Skoda,Fabia,2015,7700,271271,1,224,2,1,2,2,FALSE
32677284,Audi,A4 Allroad,2012,17200,605956,1,254,2,2,2,1,FALSE
32675344,DAF,XF 105,2011,33744,1188810,6,1065,2,2,200,3,FALSE
32673593,Nissan,Rogue,2018,18000,634140,1,37,1,2,5,1,TRUE
32671564,BMW,X3,2017,23999,845485,1,122,1,2,5,1,TRUE
32668995,Mercedes-Benz,GL 450,2012,27000,951210,1,200,1,2,5,1,TRUE
32668468,Ford,Mondeo,2012,8500,299455,1,258,2,4,2,2,FALSE
32666478,Mercedes-Benz,ML 350,2012,23450,826143,1,220,2,2,5,1,FALSE
32435476,Hyundai,Santa FE,2013,17000,598910,1,130,2,2,5,2,FALSE
32662803,Fiat,500L,2014,9699,344799,1,112,1,2,3,2,FALSE
32630726,Mercedes-Benz,Sprinter 519 груз.,2012,24500,871220,6,522,2,1,198,3,FALSE
32661861,BMW,730,2017,45000,1585350,1,102,2,2,3,1,TRUE
32652184,Audi,Q5,2010,18300,644709,1,175,2,2,5,1,FALSE
32639854,Ford,Fusion,2014,11500,405145,1,133,1,2,3,2,TRUE
32637531,Toyota,Land Cruiser 200,2019,58500,2060955,1,31,4,2,5,1,FALSE
32637285,Mercedes-Benz,Sprinter 316 груз.,2017,18800,662324,1,182,2,2,254,3,FALSE
32613015,Audi,Q5,2014,19900,701077,1,298,2,2,5,1,TRUE
32435201,Volkswagen,Tiguan,2017,23900,841997,1,175,2,2,5,2,FALSE
29355050,Toyota,Highlander,2012,20900,735680,1,210,4,2,2,1,FALSE
32494740,Honda,Pilot,2013,19000,665950,1,101,4,2,5,1,FALSE
32606937,Hyundai,Sonata,2011,9250,325878,1,207,1,2,3,2,TRUE
24244435,Lexus,RX 450h,2012,21000,746550,1,200,5,2,5,1,FALSE
32381819,Mercedes-Benz,S 63 AMG,2019,115500,4136055,1,30,1,3,3,1,FALSE
32595046,Volkswagen,Tiguan,2017,17450,614764,1,92,1,2,5,2,FALSE
32590034,Mitsubishi,Outlander,2016,14000,492800,1,92,1,5,5,2,TRUE
32588087,Mitsubishi,Outlander,2019,17500,616525,1,40,4,5,5,1,TRUE
32584534,Peugeot,508,2021,38500,1356355,1,2,2,2,3,2,FALSE
32569265,Mazda,CX-30,2020,25900,912457,1,9,1,2,5,1,TRUE
32531651,BMW,X3,2021,56202,1980000,1,4,1,2,2,3,FALSE
32516542,Toyota,Camry,2017,27000,951210,1,50,1,2,3,2,FALSE
32471013,Volkswagen,Atlas,2019,31500,1105335,1,34,1,2,5,1,TRUE
31827860,Audi,Q5,2013,20999,739795,1,197,2,2,5,1,FALSE
32683537,Nissan,Qashqai,2011,11300,398099,1,155,1,1,5,1,FALSE
32683261,Nissan,Qashqai,2011,11300,398099,1,191,2,1,5,2,FALSE
32429019,Toyota,Land Cruiser 200,2017,67500,2378025,1,74,2,2,5,1,FALSE
32486324,Hyundai,Tucson,2019,19999,704565,1,15,1,2,5,2,TRUE
31945998,Jaguar,XF,2019,31000,1092130,1,51,1,3,3,1,TRUE
32680761,Hyundai,Sonata,2010,6800,239564,1,394,3,2,3,2,FALSE
32680290,Kia,Sportage,2017,26000,915980,1,72,2,2,5,1,FALSE
32677126,Audi,A6,2012,17800,627094,1,156,1,2,3,1,TRUE
32630429,Volkswagen,Touareg,2012,22700,799267,1,120,2,2,5,1,FALSE
32616593,Volkswagen,Tiguan,2017,25800,908934,1,102,2,2,5,1,FALSE
32176958,Toyota,C-HR,2021,27500,968825,1,2,1,2,5,2,TRUE
32671285,Peugeot,107,2011,5500,193765,1,85,1,4,4,2,FALSE
32120315,Acura,MDX,2016,19000,675640,1,121,1,2,5,1,TRUE
32665666,Toyota,Camry,2014,15200,535496,1,107,4,2,3,2,TRUE
32285390,BMW,X3,2012,15700,553111,1,181,1,2,5,1,TRUE
32661232,Audi,A5,2018,34200,1198710,1,69,1,2,6,1,TRUE
32441530,Renault,Scenic,2010,7300,257033,1,234,1,1,8,2,FALSE
32660709,Audi,Q5,2017,48000,1706400,1,60,1,2,5,1,FALSE
32505925,Toyota,RAV4,2013,18500,651755,1,154,2,2,5,1,FALSE
32458889,Skoda,Kodiaq,2019,30999,1092095,1,46,2,2,5,1,FALSE
32655410,Renault,Master груз.,2012,9700,341731,1,245,2,4,28,2,FALSE
32652883,Skoda,Superb,2014,12000,422760,1,217,2,2,2,1,FALSE
32428607,Volkswagen,Jetta,2013,9890,348425,1,189,4,2,3,2,TRUE
32651716,Kia,Optima,2013,8999,318385,1,92,1,2,3,2,TRUE
31585787,Audi,Q7,2015,43700,1539551,1,139,2,2,5,1,FALSE
32438792,Renault,Kangoo Combi,2012,7500,264225,1,237,2,1,2,2,FALSE
